THE,1.7413540758517
AND,2.13952537164978
ING,2.14399940732832
ENT,2.3779433663098
ION,2.38117814841703
HER,2.44680892453585
FOR,2.46393928907103
THA,2.47788461138084
NTH,2.48113734195445
INT,2.49551774171897
ERE,2.5074155136128
TIO,2.50748383123693
TER,2.52466195704324
EST,2.55324468166031
ERS,2.55811920082021
ATI,2.58056162740466
HAT,2.59340181276865
ATE,2.60096486927581
ALL,2.60961251387711
ETH,2.61783702857945
HES,2.62269681493543
VER,2.62411883597616
HIS,2.62863655672741
OFT,2.6561403184867
ITH,2.6697948492595
FTH,2.67484000493279
STH,2.67544563689297
OTH,2.68297001985166
RES,2.68459814813742
ONT,2.68848418060131
DTH,2.68904573866075
ARE,2.68927864387697
REA,2.69128683153204
EAR,2.69143125716263
WAS,2.69428652532643
SIN,2.69484210383221
STO,2.69853425571505
TTH,2.70265046953163
STA,2.70660209475409
THI,2.70845462440733
TIN,2.71607889415097
TED,2.72550645211159
ONS,2.72659133147585
EDT,2.72665939233634
WIT,2.72750126117973
SAN,2.73370848188149
DIN,2.73456364398464
ORT,2.73461713722683
CON,2.73966767502409
RTH,2.74920743566628
EVE,2.75599256139619
ECO,2.75975315056391
ERA,2.76416092660634
IST,2.76671049154704
NGT,2.7768766468961
AST,2.78103188832465
ILL,2.78728611827475
COM,2.79691963023401
ORE,2.80206057034065
IVE,2.80393390833569
NCE,2.82283549843279
ONE,2.82291287624921
EDI,2.82516475328583
PRO,2.82525681665742
ESS,2.82557371817825
OUT,2.82610212945794
EIN,2.8394967869128
ATT,2.83968212541097
MEN,2.83983760667907
HEC,2.84203440523344
ESA,2.84471938334707
HEN,2.8451837574904
INA,2.84726191553377
ERI,2.84908460293703
ERT,2.85297299821673
AME,2.86251952326715
ITI,2.862541068941
OME,2.86291299279663
SON,2.8639006801007
ART,2.86504481884251
MAN,2.86612508326399
EAN,2.86749253384039
ONA,2.86892380902543
EOF,2.87068478101414
TOR,2.87133415542646
HEA,2.87568510523703
RAN,2.87575776520122
RIN,2.87966860277986
INE,2.88005981116254
EDA,2.88019427649164
NTO,2.88372512587231
AVE,2.88478457857928
NIN,2.88679255903611
OVE,2.88798073085251
OUN,2.89195601940714
AIN,2.89583426958831
ANT,2.89668872250967
STR,2.89873557490096
ETO,2.90038785090105
HEM,2.90059656577828
SOF,2.90103071979671
PER,2.90762604734308
NDE,2.90806424703303
STE,2.90815519681128
NTE,2.91033669930719
EAS,2.91128289872937
DTO,2.91303709507196
OUR,2.9146547098371
RED,2.91845265725868
ROM,2.92323161252145
TOF,2.92359943218585
GHT,2.92394368274722
TOT,2.92696727163995
ESE,2.92745828101648
CHA,2.92827206543401
ICA,2.93021785903122
HEI,2.93058774893737
HIN,2.93078047964789
IDE,2.93210453215249
NDT,2.93291253749345
HAN,2.93301781322588
TAN,2.93303671157174
LIN,2.93547652752608
NOT,2.93828672515607
DER,2.93829862560214
ECT,2.94199948321105
TRA,2.94274347209102
IGH,2.94385859157736
FRO,2.94690910605847
EAT,2.94693734118043
STI,2.94877901108885
HEP,2.95561348172738
NDI,2.95563228846833
INS,2.95587831894516
SHE,2.95914596971139
NAL,2.96915415843194
PLA,2.97097987866708
ALS,2.97420175685978
EEN,2.97537983288116
NTI,2.97594618115622
YOU,2.9778727700128
LAN,2.97792066777148
UND,2.98167832337901
NDA,2.98193040291004
RAT,2.98530126329845
LEA,2.98624085346189
CAN,2.98632374900638
HAS,2.98930301073369
NDS,2.99040811804638
NGA,2.99220094201607
HEL,2.99340792224208
HED,2.99584890055168
INC,2.99771440346367
USE,3.00403327563639
ESI,3.00478845195324
GTH,3.00484321402098
ASA,3.00572446582627
HET,3.00625007688676
NTS,3.00768633314324
HAV,3.00914250542759
HEW,3.00924047704572
THO,3.00957763089946
BUT,3.00993750189223
NAN,3.01079905665397
ASS,3.01139510020276
HEF,3.01483532043124
IES,3.01571835055207
RET,3.01598909191752
END,3.01951046530843
PAR,3.0203581226873
WER,3.02346176982767
CTI,3.02438531830556
REN,3.0257277569339
REC,3.02800671294202
CAL,3.02951307533458
ITS,3.0296841809034
REE,3.03229106509145
ENE,3.03266128360128
RST,3.03337841831773
EAL,3.03385379817877
ANA,3.03666509007631
NST,3.03780292508821
COU,3.03925116707957
TUR,3.03998217222029
MIN,3.04288468720573
ITY,3.04342471621371
YTH,3.04379398775527
HEY,3.04425919759206
ECA,3.04613972595673
OUL,3.0463542519834
LLE,3.04937346401738
ARD,3.05093901940354
ROU,3.0510530610232
ANC,3.05152829008271
OST,3.051822767573
PRE,3.05604978610506
AGE,3.05634989162861
EFO,3.05698107869404
LES,3.05755343589285
SSI,3.05960955976266
EMA,3.06051909004132
ESO,3.06057831345777
TAT,3.06111098616792
ATH,3.06158084591536
WOR,3.06345809378711
UST,3.06402469102037
HEB,3.06424941644809
EWA,3.06478732147931
SHO,3.06601143453199
IND,3.06798473042706
SED,3.07316109820384
HOU,3.07540238506848
LLY,3.0754652450074
ULD,3.07604809961204
ASE,3.07758240215453
URE,3.0775955226282
ONO,3.07844835269514
ELE,3.07901109357431
ENC,3.08129094133927
NAT,3.08254238384121
EAD,3.08324040812622
WHE,3.08409096468166
ELL,3.08446823606477
BLE,3.08590729089499
KIN,3.08656101330259
ANS,3.08689016767347
TIC,3.08815600564756
ALI,3.08866940754
SCO,3.08889952679281
ERO,3.08941767894294
WHI,3.08954316147597
CES,3.09148194107431
OWN,3.09325582303869
NTA,3.09364467379865
ACT,3.09482558048503
BER,3.09504482113745
VEN,3.0968488388016
TIM,3.09962107293168
DON,3.10202269429364
DAN,3.10293702412791
OSE,3.10299124706366
ICE,3.10303839174461
ISA,3.10316465133968
TON,3.10537212715136
DEN,3.1065030697394
NGS,3.10828761532104
UGH,3.11000542782747
NES,3.11102332610427
LAT,3.11214094888857
TAL,3.11351303440754
EDO,3.1138599698331
TEN,3.11453245090678
IME,3.11488695332342
EME,3.11632074697241
ACK,3.11669957679609
TES,3.11746448810421
PLE,3.11826890411288
OUS,3.11965409401175
OFF,3.12019541869925
TTO,3.12395814636909
CHI,3.12491474804525
ANI,3.12500782771218
ORM,3.12576947252737
NED,3.12776289573159
ENS,3.12809056560992
SHA,3.12930408563289
MOR,3.13023551849526
ISS,3.13042248407056
ITE,3.13158187482777
NGE,3.13235652508004
TIS,3.13296912669945
ORA,3.13345477412688
LLI,3.13438713060466
EDE,3.13530858869061
SSE,3.13569352396293
ADE,3.13615178198954
RIE,3.13756516908751
AID,3.13760799057523
EMO,3.13807162557352
RAL,3.13841387727903
SIT,3.13925122528983
OIN,3.14107009948877
HTH,3.14506137481306
TRE,3.14620877330618
ANY,3.14647178740964
AKE,3.1473235482126
ERN,3.1477388472903
MER,3.14861198403264
RIC,3.14972090396528
DIS,3.14974614940798
ISH,3.15019507476176
OUG,3.15020397759036
INI,3.15087005316438
ONG,3.1518724552768
NTR,3.15198043570827
